AverageMInFile,ExternalRiskEstimate,MSinceMostRecentDelq,MSinceMostRecentInqexcl7days,MSinceMostRecentTradeOpen,MSinceOldestTradeOpen,MaxDelq2PublicRecLast12M,MaxDelqEver,NetFractionInstallBurden,NetFractionRevolvingBurden,NumBank2NatlTradesWHighUtilization,NumInqLast6M,NumInqLast6Mexcl7days,NumInstallTradesWBalance,NumRevolvingTradesWBalance,NumSatisfactoryTrades,NumTotalTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,NumTradesOpeninLast12M,PercentInstallTrades,PercentTradesNeverDelq,PercentTradesWBalance,target
64,84,40,0,11,106,7,8,52,0,0,1,1,0,0,22,23,0,0,1,26,100,0,1
47,65,69,2,3,87,6,8,55,42,1,1,1,1,6,16,20,2,2,3,20,100,78,1
141,85,70,25,1,371,7,8,56,14,1,0,0,2,5,24,25,0,0,2,28,100,70,0
48,73,32,0,6,104,7,8,61,56,2,2,2,1,3,9,9,0,0,4,11,100,50,1
50,73,54,0,8,112,7,8,53,39,1,0,0,2,7,22,25,0,0,1,29,100,64,0
26,70,61,3,4,55,6,8,68,15,1,1,1,1,3,19,19,1,1,4,32,100,33,0
63,65,1,0,3,174,4,5,66,32,0,4,4,4,3,15,16,1,0,5,50,81,64,1
121,90,33,23,6,332,7,8,56,14,0,0,0,0,3,7,11,0,0,1,0,100,60,0
90,63,58,0,3,218,6,5,84,56,1,1,1,3,5,13,19,1,0,3,26,74,89,0
50,62,10,-1,8,121,4,6,55,54,3,0,0,1,4,14,14,0,0,1,29,86,83,1
56,77,31,-1,3,164,6,6,81,3,0,2,2,3,3,36,36,0,0,4,22,97,40,0
61,87,62,-1,13,154,7,8,32,15,0,0,0,3,1,16,16,0,0,0,50,100,50,0
81,72,2,11,6,158,4,6,57,11,0,0,0,1,3,11,15,0,0,3,7,80,44,0
64,82,8,9,10,130,4,6,52,2,0,0,0,2,5,22,22,0,0,1,9,95,50,1
162,93,43,25,18,343,7,8,53,1,0,0,0,2,2,15,14,0,0,0,13,100,33,0
104,76,34,2,17,154,7,8,77,25,1,2,2,2,2,26,17,0,0,0,31,100,83,0
128,59,3,1,6,291,2,3,59,42,1,1,1,3,2,27,31,4,4,2,23,90,67,1
73,58,4,0,13,231,4,6,39,54,1,2,2,4,2,20,23,2,2,0,24,90,60,1
44,72,55,0,10,78,6,3,50,58,0,0,0,1,3,12,13,1,1,1,15,92,86,1
35,74,62,-1,1,77,7,8,72,47,1,0,0,3,4,15,16,0,0,4,50,100,88,0
73,60,76,8,3,158,0,6,73,22,0,0,0,2,1,19,0,3,3,3,42,84,33,1
107,54,2,0,5,298,2,2,29,44,0,0,0,2,3,5,13,7,6,3,15,38,83,1
71,75,72,7,7,151,7,8,61,33,0,0,0,1,6,39,10,0,0,5,15,100,70,0
47,78,68,3,4,108,7,8,55,47,1,1,1,1,2,14,14,0,0,2,36,100,75,1
85,65,11,0,7,143,4,6,76,73,2,0,0,3,3,13,14,0,0,2,43,93,100,1
27,74,30,23,10,42,7,8,76,41,1,1,0,2,2,8,8,0,0,2,25,100,57,1
44,58,57,0,4,71,6,5,50,99,1,0,0,1,1,4,5,1,0,2,60,60,100,1
15,71,56,1,2,240,7,8,50,40,0,2,2,0,1,3,7,0,0,2,0,100,33,1
108,81,75,1,9,333,7,8,40,1,0,3,3,2,7,26,26,0,0,2,12,100,59,0
86,82,32,-1,9,225,6,6,76,19,0,0,0,3,2,41,45,0,0,1,38,98,78,0
98,50,2,-1,15,211,4,5,23,23,0,1,1,2,2,15,21,3,1,0,19,48,31,1
76,85,79,-1,3,132,7,8,48,10,0,1,1,1,3,16,18,0,0,1,50,100,57,1
53,80,72,10,5,145,7,8,48,0,0,0,0,1,2,29,30,0,0,7,17,100,20,0
65,75,78,-1,4,206,5,2,45,0,0,1,1,1,0,15,17,2,2,1,53,88,33,1
116,77,31,0,3,291,7,8,69,45,2,6,6,3,6,14,14,0,0,1,36,100,75,1
103,76,36,1,2,417,6,8,53,2,0,1,1,0,3,24,28,1,1,2,7,100,21,0
17,68,58,-1,4,145,7,8,51,11,1,3,3,2,2,14,0,0,0,7,21,100,40,1
41,83,44,0,5,156,7,8,71,4,0,1,1,3,2,22,22,0,0,3,14,100,29,0
127,88,46,12,10,277,7,8,86,2,0,0,0,2,3,24,25,0,0,1,40,100,45,0
70,55,0,1,17,150,4,4,43,76,20,1,1,4,11,22,26,3,3,0,76,84,100,1
93,66,14,-1,10,162,6,3,57,77,4,0,0,2,10,28,32,1,1,2,26,90,87,0
95,81,37,0,12,165,7,8,29,21,1,0,0,2,2,17,18,0,0,0,50,100,80,0
161,91,50,15,15,287,7,8,19,1,0,0,0,2,1,22,23,0,0,0,30,100,23,0
69,80,30,-1,15,267,6,5,86,11,0,1,1,2,1,9,14,1,0,0,30,80,60,1
113,76,41,5,3,264,6,2,69,0,0,2,1,2,0,15,16,1,1,2,38,94,38,0
75,64,39,0,16,128,6,6,56,46,1,0,0,0,7,18,20,1,1,0,16,95,88,1
70,73,48,-1,20,103,6,6,60,34,0,0,0,0,1,6,7,0,0,0,29,71,100,0
27,69,53,0,13,51,7,8,48,97,20,0,0,1,1,4,4,0,0,0,75,100,100,1
72,54,1,0,10,131,4,3,59,91,1,3,3,1,1,9,12,1,1,2,25,67,50,1
81,63,4,5,5,496,4,6,88,54,0,0,0,4,14,28,37,2,2,3,27,91,82,1
59,71,46,2,2,179,6,6,85,39,1,2,2,4,4,25,28,0,0,7,29,96,73,0
83,75,32,1,2,141,6,6,53,36,1,2,2,3,3,16,18,0,0,1,39,94,54,0
38,70,40,9,3,132,6,2,76,22,0,0,0,3,4,29,32,2,2,8,16,94,47,0
137,89,60,-1,28,302,7,8,47,3,0,0,0,0,4,22,22,0,0,0,0,100,50,0
57,72,63,8,8,161,7,8,40,56,3,0,0,1,3,10,0,0,0,2,50,100,80,0
77,87,55,25,20,193,7,8,19,0,0,0,0,1,0,6,8,0,0,0,67,100,50,0
113,78,77,1,2,367,7,8,85,11,1,1,1,2,16,39,41,0,0,2,20,100,69,0
43,69,23,5,6,142,6,6,87,53,0,0,0,3,2,12,15,0,0,2,87,93,100,1
149,73,46,-1,9,403,6,8,83,17,1,0,0,2,4,20,8,2,2,1,30,100,55,1
63,70,9,-1,5,133,4,5,42,16,0,0,0,1,2,21,23,2,1,3,18,91,30,0
89,68,37,0,10,248,6,6,46,44,4,2,2,3,8,25,29,1,1,2,36,93,85,0
43,81,32,25,17,88,7,8,74,20,0,0,0,3,1,9,9,0,0,0,67,100,67,0
60,79,65,0,9,137,7,8,49,24,0,0,0,1,3,19,20,0,0,1,40,100,44,0
89,68,49,0,4,272,7,8,90,90,4,0,0,4,8,31,33,0,0,2,27,100,86,0
22,58,72,0,3,58,7,8,95,66,2,4,4,2,10,16,16,0,0,5,19,100,86,1
83,87,60,2,38,153,7,8,37,0,0,1,1,1,1,5,12,0,0,0,20,100,67,0
67,87,33,5,5,112,7,8,92,3,0,0,0,3,1,22,22,0,0,2,55,100,44,0
87,68,36,-1,3,220,6,2,62,0,20,4,4,2,0,13,16,2,1,1,75,75,40,1
122,59,8,-1,17,224,2,2,47,55,0,0,0,4,4,13,33,3,2,0,32,58,62,1
273,93,34,0,163,317,7,8,57,1,0,0,0,0,2,4,4,0,0,0,25,100,100,0
128,72,66,0,9,195,4,6,78,11,0,1,1,1,4,16,18,0,0,2,50,78,83,0
93,80,36,8,10,104,6,6,43,18,0,0,0,3,3,36,6,0,0,1,23,97,46,0
75,86,71,24,7,176,7,8,58,11,0,0,0,1,2,19,19,0,0,1,26,100,60,0
71,73,42,0,5,211,6,6,100,33,0,1,1,4,4,38,43,0,0,5,49,98,57,1
108,79,39,0,1,305,6,6,82,22,0,2,2,4,2,25,29,0,0,2,31,93,70,0
31,60,51,6,7,63,7,8,93,64,3,0,0,4,3,15,16,0,0,3,56,100,64,0
7,79,33,0,3,16,7,8,33,8,0,2,2,1,1,4,5,0,0,4,40,100,50,0
66,71,1,0,12,114,4,6,81,17,1,0,0,7,6,39,46,0,0,0,41,96,50,1
34,61,19,-1,1,135,5,2,39,24,0,0,0,1,1,4,6,1,1,1,50,83,75,1
56,65,57,-1,3,208,0,5,60,14,3,4,4,1,5,14,43,2,1,4,13,88,55,1
120,81,67,1,11,368,6,5,54,31,0,2,1,0,5,9,10,1,0,1,10,90,83,1
92,89,74,11,21,284,7,8,71,9,0,0,0,2,2,16,16,0,0,0,25,100,57,0
99,75,19,-1,1,242,6,5,63,14,0,0,0,2,2,27,30,1,0,2,23,93,50,1
36,72,34,2,11,61,7,8,31,13,0,1,1,4,1,13,13,0,0,1,54,100,60,1
90,72,44,-1,3,206,6,5,58,45,1,2,2,4,2,46,47,1,0,2,26,96,50,1
116,73,0,-1,15,275,4,6,97,10,0,0,0,2,1,8,8,0,0,0,50,75,75,1
85,86,51,-1,15,168,6,6,59,3,0,0,0,2,3,33,34,0,0,0,38,97,56,0
79,70,73,-1,2,183,7,8,78,84,10,5,4,4,14,44,36,0,0,6,29,100,79,1
93,60,6,0,28,199,4,2,61,34,0,0,0,3,1,11,15,4,2,0,53,73,50,1
124,62,8,5,7,295,4,6,48,32,2,0,0,4,6,55,57,0,0,2,39,95,57,1
72,84,47,4,3,143,7,8,70,0,20,1,1,3,0,22,22,0,0,1,50,100,50,0
106,81,79,-1,4,161,6,6,52,2,0,4,4,2,3,17,18,0,0,1,28,94,50,0
63,69,25,3,3,154,6,5,47,61,1,1,1,1,3,23,27,1,0,5,33,96,67,1
87,60,8,0,9,182,4,6,60,93,4,0,0,2,8,19,20,1,1,1,21,84,100,0
105,62,13,-1,11,274,6,6,16,52,2,1,1,3,14,37,39,0,0,1,15,87,83,1
28,78,54,-1,2,65,7,8,54,3,0,1,1,3,2,15,16,0,0,5,44,100,50,1
75,64,3,0,3,181,4,6,60,21,1,7,7,2,3,35,37,0,0,3,32,92,55,1
75,80,61,16,13,174,7,8,49,21,1,0,0,1,2,23,23,0,0,0,35,100,60,0
77,78,59,13,10,185,6,6,41,49,0,0,0,2,3,35,37,0,0,1,29,97,83,0
84,60,5,0,3,300,4,2,71,44,2,0,0,7,9,30,35,2,2,1,54,80,100,1
79,89,62,20,6,203,6,6,90,8,0,0,0,2,1,28,34,0,0,2,53,97,33,0
72,62,8,6,6,136,4,6,87,37,1,0,0,10,3,29,32,1,1,3,60,97,93,1
59,60,2,4,5,172,4,4,64,13,0,1,1,3,2,9,13,1,1,1,69,62,83,1
71,56,34,0,1,165,6,5,51,0,0,3,3,1,0,1,9,6,5,2,50,75,67,1
68,62,1,0,3,153,2,4,30,22,2,2,2,3,7,27,28,1,1,3,25,86,50,1
105,81,46,0,14,207,6,6,40,1,0,1,1,3,1,27,56,0,0,0,32,96,44,0
91,79,64,18,5,280,7,8,91,17,1,0,0,3,5,44,21,0,0,2,23,100,30,1
43,67,29,0,14,94,6,5,62,54,2,0,0,0,4,5,7,1,0,0,14,86,80,0
82,85,64,2,2,146,6,7,44,14,0,1,1,5,4,50,62,0,0,1,47,100,56,0
100,80,69,0,19,181,7,8,45,16,1,2,1,1,2,17,17,0,0,0,6,100,80,0
114,83,38,-1,2,149,7,8,91,27,0,1,1,2,4,21,0,0,0,2,36,100,100,0
52,73,68,5,6,106,7,8,50,20,0,0,0,4,10,44,48,0,0,4,48,100,70,0
95,62,1,17,0,275,4,6,47,43,5,0,0,2,8,30,38,0,0,4,24,87,63,1
71,75,37,0,1,279,7,8,87,55,1,1,1,2,6,26,27,0,0,3,56,100,89,1
83,83,55,0,4,158,7,8,66,1,1,1,1,3,2,27,31,0,0,1,71,100,63,1
71,80,31,25,3,169,7,8,40,33,1,0,0,1,3,16,16,0,0,2,13,100,50,0
84,84,52,0,1,337,7,8,100,3,0,2,2,2,6,36,44,0,0,3,16,100,53,0
83,72,73,0,11,365,7,8,23,49,1,0,0,2,6,22,22,0,0,1,41,100,73,1
59,70,64,0,3,148,7,8,38,28,1,2,2,2,4,46,46,0,0,2,35,100,41,0
116,88,74,10,14,313,7,8,40,13,0,0,0,0,3,5,5,0,0,0,0,100,75,1
54,77,69,0,8,175,6,8,59,6,0,1,1,1,2,13,13,1,1,1,15,100,75,0
59,80,41,0,2,117,7,8,49,27,1,2,2,2,4,32,34,0,0,3,24,100,54,1
90,74,12,0,3,279,6,4,95,5,0,2,2,3,4,31,33,1,1,3,18,97,47,1
95,60,3,-1,2,151,4,3,60,44,1,8,8,3,7,42,49,2,1,3,18,87,48,1
82,86,50,0,14,160,7,8,56,31,0,1,1,2,2,15,15,0,0,0,20,100,50,0
78,85,66,-1,11,139,7,8,50,19,1,2,1,0,1,10,10,0,0,1,20,100,50,0
105,80,52,0,5,220,7,8,54,36,1,0,0,4,3,32,32,0,0,2,41,100,58,0
26,60,51,0,9,51,7,8,4,66,1,3,3,2,7,13,13,0,0,1,15,100,91,0
93,74,35,8,8,197,7,8,64,37,1,0,0,2,6,49,49,0,0,1,29,100,53,0
185,72,15,4,5,377,6,6,48,24,2,1,1,1,8,32,32,0,0,1,28,91,53,1
53,76,59,0,14,131,6,6,66,44,0,1,1,1,6,19,19,0,0,0,32,95,88,1
8,57,75,0,5,14,7,8,57,96,1,6,5,1,2,3,3,0,0,2,33,100,100,1
88,72,78,-1,6,214,6,6,31,59,2,3,3,4,5,34,35,0,0,1,46,97,90,0
102,59,7,13,36,166,3,2,57,110,20,0,0,1,1,4,9,4,1,0,33,33,100,0
107,71,53,2,6,179,6,6,93,38,2,3,1,3,7,37,12,0,0,1,35,97,56,0
49,63,29,-1,13,206,6,2,63,99,1,1,1,6,1,17,20,3,2,0,58,89,100,1
57,85,37,-1,10,200,7,8,65,7,0,0,0,2,4,19,19,0,0,1,16,100,50,1
76,70,36,6,4,160,6,6,43,47,1,0,0,3,7,25,25,0,0,2,16,96,67,0
181,86,51,0,31,456,7,8,53,14,0,0,0,2,1,18,18,0,0,0,22,100,33,0
172,55,4,0,13,584,4,6,72,61,1,8,8,1,8,17,17,0,0,0,24,76,100,1
49,75,58,-1,4,156,7,8,57,100,1,1,1,2,1,17,19,0,0,2,26,100,50,0
94,82,65,0,16,168,7,8,56,79,20,0,0,1,1,10,11,0,0,0,45,100,100,0
125,61,12,-1,15,255,5,2,97,96,1,0,0,3,3,17,22,3,2,0,32,71,100,1
100,63,48,1,1,217,6,8,92,75,7,3,3,3,13,31,33,2,2,2,21,100,94,1
67,63,15,0,9,221,6,6,58,30,3,0,0,1,5,26,26,0,0,1,27,96,50,1
69,72,8,9,1,160,4,6,76,21,0,0,0,11,4,40,48,0,0,4,58,96,88,0
41,73,77,5,6,118,6,5,47,40,1,0,0,3,4,26,27,2,1,5,56,96,88,1
135,86,66,1,77,242,7,8,55,3,0,3,3,1,2,14,14,0,0,0,36,100,43,0
135,63,2,3,2,497,4,4,67,38,1,2,2,4,7,21,26,2,1,2,35,85,69,0
66,74,38,0,13,151,7,8,40,19,3,0,0,1,7,45,46,0,0,0,9,100,50,0
101,73,4,-1,8,261,4,5,53,18,0,0,0,2,3,14,17,1,0,2,29,82,56,0
32,72,60,21,4,111,7,8,100,50,2,0,0,2,5,21,21,0,0,3,24,100,57,0
35,58,73,0,5,69,7,8,64,63,6,4,4,2,17,25,25,0,0,5,8,100,90,1
59,62,23,0,4,131,6,5,91,25,1,4,4,4,3,16,20,4,2,4,58,79,70,1
161,71,23,-1,16,153,6,5,58,88,1,0,0,1,2,6,0,1,0,0,29,86,100,1
14,70,64,0,7,21,7,8,89,79,20,6,6,2,11,4,4,0,0,2,75,100,100,1
78,65,21,0,1,336,6,2,30,59,3,4,4,5,11,33,35,1,1,2,40,94,80,1
104,75,10,0,0,327,4,6,51,3,0,4,4,1,9,28,46,0,0,5,13,93,50,0
71,85,66,-1,3,176,6,7,52,1,0,4,4,1,2,29,32,0,0,3,34,100,50,0
101,68,47,0,11,179,6,6,82,62,2,2,2,2,8,24,24,0,0,1,29,92,73,0
90,89,65,0,13,315,7,8,85,6,0,0,0,1,1,13,13,0,0,0,15,100,33,0
53,73,64,4,2,122,7,8,96,90,1,2,2,2,4,11,12,0,0,3,58,100,86,1
43,67,33,0,1,70,7,8,64,100,20,8,8,1,1,3,4,0,0,1,50,100,100,1
76,71,11,2,8,383,4,4,79,26,1,1,1,2,4,19,24,2,2,1,29,86,67,1
91,57,3,0,9,206,4,2,66,59,4,0,0,4,7,26,32,2,1,3,38,75,73,0
39,72,32,-1,5,84,7,8,14,7,1,4,4,2,3,18,10,1,1,3,37,100,50,1
102,88,61,0,20,229,7,8,62,5,0,0,0,1,2,22,22,0,0,0,27,100,50,1
26,67,45,-1,1,64,7,8,75,55,1,0,0,7,5,18,19,0,0,6,53,100,92,1
117,68,2,-1,24,160,4,6,60,41,20,0,0,2,2,7,22,0,0,0,33,33,57,1
8,63,55,0,5,11,7,8,53,75,1,7,7,0,2,2,2,0,0,2,0,100,100,1
88,73,28,6,3,162,6,6,63,28,1,0,0,2,9,39,14,1,1,4,24,95,61,0
42,59,3,1,3,107,4,6,80,48,2,2,2,2,7,25,8,0,0,5,12,96,50,1
67,55,2,0,2,222,4,6,79,25,1,4,4,2,2,14,17,0,0,2,59,94,67,1
112,69,42,-1,10,400,6,2,82,46,2,0,0,3,2,11,13,2,2,2,54,85,83,0
102,71,11,0,26,295,4,2,58,53,0,1,1,2,2,20,22,1,0,0,27,91,67,1
105,63,3,0,24,308,3,5,42,42,1,0,0,4,4,16,20,1,0,0,60,70,73,0
61,64,15,-1,5,117,6,5,98,70,0,2,2,2,3,18,19,1,0,3,47,74,83,1
43,71,37,0,1,95,7,8,89,17,1,4,4,3,7,33,41,0,0,4,17,100,53,0
61,60,5,0,4,141,4,6,56,64,2,1,1,3,9,16,17,0,0,2,47,94,100,1
37,54,9,0,7,88,4,6,76,89,2,4,4,7,7,25,26,0,0,3,58,92,100,0
40,75,43,-1,12,253,7,8,47,8,0,5,5,2,3,22,50,0,0,0,32,100,46,1
207,91,32,0,20,451,7,8,48,1,0,1,1,0,4,9,9,0,0,0,11,100,80,0
39,67,17,0,2,168,6,2,50,1,0,4,4,1,6,17,22,2,2,3,18,82,50,1
86,59,0,0,1,184,0,6,20,0,20,5,5,5,0,21,24,2,2,2,55,91,60,0
26,55,25,2,17,37,6,5,56,100,1,1,1,1,1,2,3,2,1,0,67,67,100,1
117,87,44,5,6,327,5,7,57,9,0,0,0,1,5,19,23,0,0,3,43,96,60,0
75,74,65,-1,10,195,7,8,30,20,2,0,0,4,6,34,34,0,0,2,29,100,67,0
49,78,47,9,8,103,7,8,86,19,0,0,0,7,1,17,13,0,0,1,76,100,80,0
119,63,3,1,8,324,6,2,77,12,1,1,1,2,4,30,33,1,1,2,12,70,62,1
104,77,41,0,23,158,7,8,53,72,1,1,1,1,1,20,22,0,0,0,32,100,50,0
69,71,6,2,12,194,4,6,69,36,1,2,2,2,4,29,31,0,0,0,27,93,67,0
27,65,31,0,3,59,7,8,99,75,2,0,0,2,5,15,17,0,0,5,41,100,78,1
54,68,64,0,5,142,7,8,68,70,3,3,3,3,5,26,27,0,0,2,26,100,80,1
56,63,11,0,4,102,4,3,81,16,0,0,0,4,1,5,13,4,3,1,38,38,83,1
98,88,55,-1,10,208,7,8,63,0,0,0,0,3,3,25,25,0,0,2,52,100,64,0
158,58,1,-1,10,214,4,3,68,3,0,0,0,3,4,15,19,4,2,1,53,58,100,1
87,67,13,0,16,212,6,5,92,41,0,1,1,2,6,24,29,2,0,0,55,86,100,0
67,78,78,-1,6,124,7,8,44,13,1,0,0,1,4,25,25,0,0,1,28,100,45,0
89,74,71,9,9,155,7,8,43,59,2,1,1,3,7,43,10,0,0,3,14,100,63,0
90,85,64,0,8,193,7,8,43,18,0,2,2,1,2,19,19,0,0,3,16,100,60,0
128,83,64,3,3,238,7,8,27,8,1,1,1,3,4,54,56,0,0,2,27,100,47,0
69,63,60,1,2,219,6,8,28,10,2,2,2,4,2,44,48,1,1,3,17,100,43,0
38,65,21,0,1,91,6,6,37,26,0,6,6,4,3,17,18,1,1,5,56,89,78,1
88,85,73,0,5,285,7,8,49,0,0,1,1,1,0,28,28,0,0,1,7,100,7,0
76,73,25,0,5,138,6,4,92,0,20,2,2,2,0,5,8,1,1,1,63,75,67,0
87,59,6,3,6,159,0,2,42,35,2,1,1,2,6,28,36,6,6,2,36,81,80,0
73,84,38,20,8,215,6,5,53,0,0,0,0,0,0,25,27,1,0,1,41,93,17,1
77,83,47,0,6,287,6,6,73,2,0,1,1,2,2,24,24,0,0,2,21,96,25,0
22,69,57,0,8,43,7,8,77,58,1,1,1,3,3,7,8,0,0,1,50,100,86,1
113,66,53,0,6,266,6,8,41,91,1,0,0,0,2,3,3,4,4,1,33,100,100,1
105,85,50,2,3,55,7,8,59,3,0,1,1,0,3,28,4,0,0,2,7,100,19,0
63,63,25,5,2,134,6,6,80,45,0,0,0,4,10,33,37,0,0,3,51,92,88,1
90,78,71,-1,4,272,7,8,52,32,2,0,0,1,6,14,25,0,0,2,29,100,78,1
97,85,51,-1,21,317,7,8,47,5,1,1,1,0,3,15,31,0,0,0,27,100,60,0
70,59,14,12,7,290,6,5,52,73,1,0,0,3,3,9,10,2,1,2,50,70,86,1
79,57,2,-1,2,178,4,6,77,57,1,3,3,2,5,23,26,0,0,2,58,92,100,1
69,86,62,25,3,149,7,8,91,15,0,0,0,2,1,14,14,0,0,2,57,100,43,0
59,87,41,-1,12,120,7,8,52,1,0,1,1,1,2,26,26,0,0,0,54,100,75,1
91,66,70,0,3,229,7,8,86,90,8,1,1,2,10,30,58,0,0,3,21,100,86,1
51,65,42,-1,1,175,7,8,88,36,3,6,6,9,9,53,65,0,0,7,48,100,63,0
56,79,34,0,1,185,7,8,70,1,0,1,1,3,3,39,40,0,0,5,38,100,50,0
25,61,28,-1,5,49,6,6,97,113,1,2,2,2,1,7,9,0,0,2,89,89,100,1
107,57,8,-1,73,168,0,6,63,84,20,0,0,0,13,8,9,2,2,0,44,89,67,1
44,78,42,0,7,72,7,8,71,14,0,0,0,8,2,22,24,0,0,2,75,100,83,1
80,78,32,0,6,158,6,6,88,0,0,2,2,3,1,37,38,0,0,3,58,97,36,1
35,60,1,0,2,69,4,6,78,58,2,4,4,2,2,25,27,0,0,4,26,96,67,1
90,72,70,25,9,236,7,8,83,41,3,0,0,8,7,55,78,0,0,1,55,100,79,0
79,72,23,-1,6,111,5,2,51,39,2,0,0,0,4,9,24,2,2,1,67,92,83,1
76,66,12,0,12,162,6,5,73,55,3,6,5,2,5,35,43,1,0,0,74,93,70,0
72,85,60,17,18,267,7,8,62,17,0,0,0,1,2,8,8,0,0,0,25,100,75,0
61,69,42,5,9,206,6,6,48,92,3,0,0,3,5,38,39,0,0,3,64,95,89,1
163,70,1,2,9,366,0,2,49,6,1,1,1,1,2,17,19,2,2,2,11,74,36,1
87,73,33,0,22,217,7,8,61,91,3,1,1,0,7,34,36,0,0,0,17,100,100,1
115,60,13,14,5,240,6,5,96,93,3,0,0,2,5,11,15,1,0,1,33,73,100,1
123,90,48,25,20,240,7,8,55,3,0,0,0,1,2,19,21,0,0,0,19,100,50,0
117,87,39,0,4,390,7,8,62,3,0,4,4,1,3,25,26,0,0,2,42,100,44,0
78,66,7,0,7,153,6,2,19,33,1,1,1,3,7,32,0,4,4,3,19,86,65,1
71,67,80,0,0,135,6,6,69,35,2,8,8,1,10,29,33,0,0,4,9,94,46,1
59,72,8,0,2,173,0,2,97,22,4,10,9,4,7,74,77,3,3,9,25,99,62,1
75,66,39,1,11,171,6,8,37,69,3,3,2,1,6,28,28,1,1,2,14,100,60,1
77,81,55,7,7,276,7,8,40,13,0,0,0,0,5,34,39,0,0,3,0,100,24,0
59,70,36,-1,5,98,6,6,95,19,1,5,5,2,4,31,35,0,0,3,26,97,50,0
80,66,2,12,13,288,4,6,39,43,1,0,0,1,5,32,33,0,0,0,33,85,60,0
122,80,48,3,3,342,7,8,47,0,0,3,3,2,2,38,39,0,0,4,28,100,43,0
81,85,39,-1,17,171,7,8,52,17,0,0,0,1,1,22,22,0,0,0,32,100,40,0
63,68,45,-1,1,170,6,6,65,26,0,3,3,3,4,21,24,1,1,5,36,95,64,1
64,84,45,-1,8,144,7,8,75,16,0,0,0,2,3,16,16,0,0,1,44,100,86,0
63,69,20,-1,13,129,6,5,71,51,2,0,0,3,4,24,25,1,0,0,24,80,53,1
90,61,3,-1,10,188,4,5,45,60,0,5,5,1,4,21,25,2,0,1,28,76,86,1
87,83,47,21,12,339,7,8,43,58,1,0,0,2,3,11,12,0,0,0,45,100,83,0
61,66,0,0,7,176,4,6,92,18,1,0,0,2,4,24,24,0,0,1,33,92,58,0
54,81,78,-1,6,119,7,8,51,26,0,0,0,1,4,15,16,0,0,1,20,100,56,0
22,60,74,-1,9,37,7,8,61,112,0,8,8,1,3,11,11,0,0,1,55,100,100,1
159,88,46,25,10,385,7,8,55,9,0,0,0,1,3,17,17,0,0,1,18,100,57,0
48,60,5,4,3,160,4,6,74,65,1,2,2,3,2,16,16,0,0,4,31,81,63,0
103,71,18,1,12,178,6,5,53,56,1,1,1,1,7,28,31,1,0,0,28,90,89,0
29,70,2,0,3,119,4,6,49,0,20,2,2,4,0,8,8,0,0,1,75,88,80,1
72,84,71,25,6,149,7,8,57,0,0,0,0,3,1,26,27,0,0,1,44,100,80,1
88,80,48,12,8,193,7,8,56,30,1,0,0,0,3,25,26,0,0,1,12,100,33,0
106,86,31,0,2,442,7,8,47,5,1,0,0,1,2,20,21,0,0,1,33,100,43,0
75,70,72,0,2,333,5,8,92,78,4,0,0,2,6,16,20,0,0,8,30,100,67,1
69,72,34,0,1,228,7,8,70,63,2,2,2,2,5,15,16,0,0,2,38,100,78,0
143,73,19,-1,6,250,6,6,95,36,0,1,0,2,6,22,22,0,0,1,32,95,67,1
54,84,70,3,2,140,7,8,89,10,0,2,1,3,1,8,9,0,0,2,33,100,67,0
76,69,49,0,5,237,6,8,59,8,1,0,0,1,5,47,52,1,1,2,27,100,60,1
102,78,17,-1,1,202,6,6,101,16,0,0,0,4,3,12,39,0,0,2,57,86,89,1
75,71,77,25,6,158,7,8,56,57,3,0,0,1,7,28,28,0,0,1,29,100,89,0
121,86,61,0,19,350,7,8,38,12,0,1,1,0,2,15,16,0,0,0,44,100,33,0
103,87,65,-1,26,165,7,8,55,0,0,0,0,3,1,20,17,0,0,0,60,100,50,0
29,71,44,0,9,60,6,6,59,0,20,2,1,2,0,12,12,1,1,2,75,92,75,1
63,75,65,1,1,210,7,8,67,16,1,2,2,8,4,39,44,0,0,7,36,100,60,0
94,63,21,0,2,274,6,6,77,43,5,1,1,3,19,49,52,0,0,2,10,94,64,1
61,65,41,0,11,178,7,8,73,93,4,1,1,4,6,19,19,0,0,1,58,100,91,1
46,43,3,0,2,137,3,2,88,94,2,3,3,2,2,5,11,5,3,3,55,55,80,0
81,78,79,0,3,166,7,8,50,24,2,1,1,1,4,18,18,0,0,2,28,100,50,0
81,86,48,0,4,438,6,6,45,5,0,0,0,1,3,12,12,0,0,1,42,92,57,1
31,71,67,0,3,65,7,8,75,41,1,1,1,2,4,20,20,0,0,5,20,100,50,0
105,68,5,-1,1,307,4,4,42,13,1,3,3,4,4,22,25,1,1,2,48,92,82,1
83,84,73,0,8,172,7,8,46,6,0,1,1,1,3,20,22,0,0,1,14,100,67,0
52,85,70,3,1,133,7,8,97,8,0,1,1,4,2,24,26,0,0,2,31,100,70,0
137,61,8,0,2,391,4,6,23,62,3,0,0,2,5,16,17,0,0,1,35,71,78,1
104,85,55,0,6,349,6,7,63,4,1,2,2,1,5,35,38,0,0,2,43,100,50,0
85,70,21,0,14,202,6,6,75,61,1,4,4,3,6,49,31,0,0,0,38,96,82,0
